analysis,dataset,protected_attribute,model,mitigation,config_id,config_label,seed,accuracy,f1,abs_spd,abs_eod,cfs,runtime_seconds,status,error,param_n_estimators,param_max_depth,param_learning_rate,param_subsample,param_colsample_bytree,rank_accuracy_desc,rank_cfs_asc,delta_accuracy_vs_default,delta_cfs_vs_default
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",54,0.8670351604483341,0.6942090395480226,0.1680433808110976,0.11319014280487916,0.17257190966937325,1.7020701999999943,success,,300,7,0.05,0.9,0.9,2.0,2.0,0.0012283126055581128,-0.010582675392387608
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",55,0.866421004145555,0.6908315565031983,0.1565755734351493,0.045837157466893985,0.15344174000371935,1.6903799000000106,success,,300,7,0.05,0.9,0.9,2.0,4.0,0.0010747735298632932,0.00036868947620694037
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",56,0.8628896054045755,0.6904679376083189,0.17311216904644938,0.06393368018400303,0.15888269019619905,1.6446234000000004,success,,300,7,0.05,0.9,0.9,2.0,2.0,-0.0006141563027790564,-0.0023467284724190407
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",57,0.8728696453247351,0.7090653548840478,0.18168009433499002,0.04259116325040946,0.1416498445484636,1.6775789000000003,success,,300,7,0.05,0.9,0.9,1.0,3.0,0.002303086135421406,-0.0038701267249741655
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",58,0.868417012129587,0.6949092203631185,0.16757352067139963,0.06426676771504358,0.1504652838701044,1.670445700000002,success,,300,7,0.05,0.9,0.9,1.0,1.0,0.0004606172270843478,-0.004160591317650231
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",59,0.8615077537233226,0.6767025089605735,0.175564256054634,0.074010621894809,0.15161097141496666,1.8956526000000054,success,,300,7,0.05,0.9,0.9,1.0,3.0,0.001996007984031878,-0.0066457517038259195
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",60,0.8681099339781975,0.6999650716032135,0.17635604968238683,0.04748993842893934,0.14786928935633287,1.6059829000000008,success,,300,7,0.05,0.9,0.9,2.0,3.0,-0.0006141563027790564,0.005303280283214723
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",61,0.868417012129587,0.6996144409393622,0.1667281775015909,0.01877828054298636,0.13944900802676022,1.7969977000000057,success,,300,7,0.05,0.9,0.9,3.0,1.0,-0.0013818516812528214,-0.005151788739493457
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",62,0.8624289881774911,0.6873691556175855,0.18291270270028648,0.11074708364358399,0.16939453589710035,1.7486723999999896,success,,300,7,0.05,0.9,0.9,3.0,4.0,-0.001535390756947641,0.007544187819424758
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",63,0.8694917856594503,0.6990084985835695,0.1779826868812473,0.12416707734121823,0.172754271086973,1.6754976,success,,300,7,0.05,0.9,0.9,3.0,4.0,-0.0012283126055581128,2.0301258306987258e-05
