analysis,dataset,evaluation_cells,model,condition_id,mitigation,eo_protected_attribute,eo_protected_column,seed,accuracy,f1,sex_abs_spd,sex_abs_eod,race_abs_spd,race_abs_eod,marginal_abs_spd,marginal_abs_eod,subgroup_pr_gap,subgroup_tpr_gap,subgroup_fpr_gap,n_cells,min_cell_n,cfs_sex,runtime_seconds,status,error
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,57,0.8498387839705205,0.6541725601131541,0.1754821233778668,0.04640498451071673,0.09360277547081082,0.04123665807876342,0.1754821233778668,0.04640498451071673,0.20786260566214948,0.10610169491525423,0.08293428805847691,4,435,0.2453689413357364,0.33353110000000186,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,58,0.8473821587594043,0.6432160804020101,0.16942789817801374,0.10751547303271441,0.07057583799069866,0.05999999999999994,0.16942789817801374,0.10751547303271441,0.1925751087307748,0.12853192939928798,0.07256823281989826,4,417,0.2656793466214621,0.2838434999999997,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,59,0.8403193612774451,0.6237337192474673,0.17228158000126467,0.0763419296106313,0.07901209620835789,0.0297743596849811,0.17228158000126467,0.0763419296106313,0.21754595924337622,0.23015873015873017,0.08944760243107497,4,444,0.25903480557117614,0.3178984999999983,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,60,0.8498387839705205,0.650214592274678,0.1736141653815534,0.07408498092617222,0.07451182947416161,0.0625657227516393,0.1736141653815534,0.07408498092617222,0.20615134802643925,0.1311465858774178,0.07846058986743397,4,398,0.2569585938867084,0.32380159999999947,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,61,0.8490710885920467,0.6462756387189637,0.16526093475858122,0.039479638009049745,0.057320180435095236,0.02531721063382486,0.16526093475858122,0.039479638009049745,0.1799839128327933,0.07396825396825402,0.0645864548222486,4,423,0.2364453014322554,0.3315254000000003,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,62,0.8409335175802242,0.6352112676056338,0.17139852182208992,0.05932323984446097,0.09143280428000272,0.12556818181818175,0.17139852182208992,0.12556818181818175,0.20874847997489504,0.20063297448165873,0.08422698404060977,4,424,0.2444931564017261,0.32379159999999985,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,63,0.849531705819131,0.6487455197132617,0.17708865400864063,0.12259606051102845,0.04564904723934152,0.04847746258511609,0.17708865400864063,0.12259606051102845,0.18681053032771805,0.1799522829035527,0.08525032986812997,4,419,0.2798487650383673,0.30219479999999876,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,64,0.8532166436358053,0.6600284495021336,0.1598742578116045,0.04530397771102379,0.07998156729500974,0.09508932579226137,0.1598742578116045,0.09508932579226137,0.20411347249056083,0.12453239360260226,0.07604187398001831,4,419,0.22896355211802588,0.27893219999999985,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,65,0.8472286196837095,0.6445158985351912,0.15583142037857178,0.07201180215855274,0.09524663754787772,0.08607196106563147,0.15583142037857178,0.08607196106563147,0.20630532721618852,0.13859180035650626,0.06983801109451354,4,426,0.23617425196794323,0.27462129999999974,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,66,0.8524489482573315,0.651179673321234,0.15888694039198548,0.0601873780178509,0.07933626202856973,0.010959845125835255,0.15888694039198548,0.0601873780178509,0.20868971017427074,0.2069805194805195,0.07089768048134112,4,421,0.23845549528954196,0.25074929999999895,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,67,0.8478427759864886,0.6472054111783553,0.1583627874164117,0.06249018067556955,0.08028850571192307,0.09196055336150954,0.1583627874164117,0.09196055336150954,0.2079990132524268,0.23570957095709577,0.07141434518281008,4,406,0.23465887768697133,0.2701494999999987,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,68,0.8483033932135728,0.6463851109520401,0.16384400341315258,0.04943502824858759,0.07503175467247325,0.03896335774959714,0.16384400341315258,0.04943502824858759,0.2092364360922076,0.12189247056024743,0.08253081530273343,4,443,0.23724681812531073,0.39457390000000103,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,69,0.8502994011976048,0.6526540790879942,0.15777413580820837,0.07511561522256704,0.08416306776962515,0.04825373507373232,0.15777413580820837,0.07511561522256704,0.19391873102816537,0.08058252427184465,0.07209636619902364,4,446,0.23750586407854998,0.34823439999999906,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,70,0.8461538461538461,0.6449326718639263,0.18752481971534302,0.18078897770845526,0.09853081665606685,0.07489050858962132,0.18752481971534302,0.18078897770845526,0.22478530886038625,0.2568737873266764,0.08767207736807632,4,448,0.3082324253457194,0.27980810000000034,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,logistic_regression,baseline,baseline,,,71,0.8483033932135728,0.6473947180585296,0.16470645439078307,0.06604550042705182,0.08689065609510783,0.03586827237585488,0.16470645439078307,0.06604550042705182,0.20244933482531394,0.0882629107981221,0.08909646374435107,4,420,0.2436911439245055,0.2589309999999969,success,
